setting_id,prompt_id,best_action_ids,representative_best_action_id,representative_best_action_label,r_star,final_best_action_ids,best_action_set_changed
intervention_cost=0,809,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,811,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,812,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,813,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,814,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,815,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,819,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,820,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,822,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,823,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,825,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,827,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,828,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,829,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,830,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,831,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,834,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,835,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,836,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,837,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,838,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,839,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,840,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,842,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,845,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,846,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,847,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,848,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,849,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,850,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,851,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,852,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,853,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,854,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,855,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,856,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,857,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,860,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,861,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,862,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,863,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,868,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,869,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,870,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,871,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,872,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,873,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,874,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,876,"[0,1,10]",0,no_op:none:none,0,[0],true
intervention_cost=0,878,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,879,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,881,"[0,1,10]",0,no_op:none:none,0,[0],true
intervention_cost=0,883,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,884,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,885,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,886,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,887,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,888,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,891,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,892,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,894,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,895,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,896,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,898,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,899,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,900,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,901,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,902,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,903,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,905,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,906,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,908,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,909,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,910,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,911,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,912,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,913,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,914,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,915,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,916,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,917,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,920,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,921,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,922,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,923,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,925,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,926,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,927,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,930,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,932,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,933,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,934,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,935,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,937,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,941,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,943,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,944,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,945,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,948,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,949,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,950,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,951,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,952,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,953,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,954,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,955,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,957,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,959,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,960,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,961,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,962,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,964,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,965,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,966,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,967,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,969,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,970,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,971,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,972,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,974,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,975,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,977,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,978,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,979,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,980,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,981,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,982,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,983,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,984,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,986,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,0,"[1,10,19]",false
intervention_cost=0,987,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,988,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,989,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,990,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,991,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,992,"[0,1,10,11]",0,no_op:none:none,0,[0],true
intervention_cost=0,993,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,997,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,998,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,999,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1001,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1002,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1003,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1004,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1005,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1006,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1007,"[1,10,11]",1,intervention:L16_CWE-120_B:Low,0,"[1,10]",true
intervention_cost=0,1008,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1009,"[1,10,11]",1,intervention:L16_CWE-120_B:Low,0,"[1,10]",true
intervention_cost=0,1011,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1012,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1013,"[0,1,10,11]",0,no_op:none:none,0,[0],true
intervention_cost=0,1014,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1015,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1016,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1017,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1018,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1019,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1020,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1021,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1023,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1024,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1026,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1027,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1028,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1030,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,0,"[1,10,19]",false
intervention_cost=0,1031,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,0,"[1,10,19]",false
intervention_cost=0,1032,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1033,"[0,1,10,11]",0,no_op:none:none,0,[0],true
intervention_cost=0,1037,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,0,"[1,10,19]",false
intervention_cost=0,1038,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1041,"[1,19]",1,intervention:L16_CWE-120_B:Low,0,"[1,19]",false
intervention_cost=0,1042,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1044,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1045,"[0,1,10,11]",0,no_op:none:none,1.25,[0],true
intervention_cost=0,1046,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,0,"[1,10,19]",false
intervention_cost=0,1048,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,0,"[1,10,19]",false
intervention_cost=0,1049,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,0,"[1,10,19]",false
intervention_cost=0,1050,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1051,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,0,"[1,10,19]",false
intervention_cost=0,1053,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,0,"[1,10,19]",false
intervention_cost=0,1054,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1055,"[1,10,11]",1,intervention:L16_CWE-120_B:Low,0,"[1,10]",true
intervention_cost=0,1056,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1057,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,0,"[1,10,19]",false
intervention_cost=0,1058,"[0,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1060,"[0,1,10,11]",0,no_op:none:none,0,[0],true
intervention_cost=0,1061,"[1,10,11]",1,intervention:L16_CWE-120_B:Low,0,"[1,10]",true
intervention_cost=0,1062,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1063,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1065,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1066,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1067,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1068,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1069,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,0,"[1,10,19]",false
intervention_cost=0,1071,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1072,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,0,"[1,10,19]",false
intervention_cost=0,1073,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1074,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1075,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1076,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,0,"[1,10,19]",false
intervention_cost=0,1077,"[0,1,10,11]",0,no_op:none:none,0,[0],true
intervention_cost=0,1078,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1079,"[1,10,11]",1,intervention:L16_CWE-120_B:Low,0,"[1,10]",true
intervention_cost=0,1081,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1082,"[10,19]",10,intervention:L23_CWE-327_A:Low,0,"[10,19]",false
intervention_cost=0,1084,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,0,"[1,10,19]",false
intervention_cost=0,1085,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1088,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,0,"[1,10,19]",false
intervention_cost=0,1089,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1091,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,0,"[1,10,19]",false
intervention_cost=0,1092,"[1,10,11]",1,intervention:L16_CWE-120_B:Low,0,"[1,10]",true
intervention_cost=0,1094,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1095,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,0,"[1,10,19]",false
intervention_cost=0,1096,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,0,"[1,10,19]",false
intervention_cost=0,1097,"[0,1,10,11]",0,no_op:none:none,0,[0],true
intervention_cost=0,1100,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,0,"[1,10,19]",false
intervention_cost=0,1102,"[10,19]",10,intervention:L23_CWE-327_A:Low,0,"[10,19]",false
intervention_cost=0,1105,"[1,10,11]",1,intervention:L16_CWE-120_B:Low,0,"[1,10]",true
intervention_cost=0,1106,"[1,10,11]",1,intervention:L16_CWE-120_B:Low,1.25,"[1,10]",true
intervention_cost=0,1108,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1109,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1111,"[0,1,10,11]",0,no_op:none:none,0,[0],true
intervention_cost=0,1113,"[0,1,10,11]",0,no_op:none:none,0,[0],true
intervention_cost=0,1114,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,0,"[1,10,19]",false
intervention_cost=0,1115,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,0,"[1,10,19]",false
intervention_cost=0,1118,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1119,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1120,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,0,"[1,10,19]",false
intervention_cost=0,1121,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1122,"[1,10,11]",1,intervention:L16_CWE-120_B:Low,1.25,"[1,10]",true
intervention_cost=0,1123,"[1,10,11]",1,intervention:L16_CWE-120_B:Low,1.25,"[1,10]",true
intervention_cost=0,1124,"[1,10,11]",1,intervention:L16_CWE-120_B:Low,1.25,"[1,10]",true
intervention_cost=0,1126,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,0,"[1,10,19]",false
intervention_cost=0,1128,"[0,1,10,11]",0,no_op:none:none,0,[0],true
intervention_cost=0,1132,"[1,10,11]",1,intervention:L16_CWE-120_B:Low,0,"[1,10]",true
intervention_cost=0,1136,"[0,1,10,11]",0,no_op:none:none,0,[0],true
intervention_cost=0,1137,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1139,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1141,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1142,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1143,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1144,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1145,"[0,1,10,11]",0,no_op:none:none,0,[0],true
intervention_cost=0,1147,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,0,"[1,10,19]",false
intervention_cost=0,1150,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1151,"[0,1,10,11]",0,no_op:none:none,0,[0],true
intervention_cost=0,1152,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1154,"[0,1,10,11]",0,no_op:none:none,0,[0],true
intervention_cost=0,1155,"[10,11]",10,intervention:L23_CWE-327_A:Low,1.25,[10],true
intervention_cost=0,1156,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1158,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1159,"[0,1,10,11]",0,no_op:none:none,0,[0],true
intervention_cost=0,1160,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1162,"[1,10,11]",1,intervention:L16_CWE-120_B:Low,1.25,"[1,10]",true
intervention_cost=0,1163,"[1,10,11]",1,intervention:L16_CWE-120_B:Low,1.25,"[1,10]",true
intervention_cost=0,1164,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1165,"[0,1,10,11]",0,no_op:none:none,0,[0],true
intervention_cost=0,1167,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1168,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1170,"[0,1,10,11]",0,no_op:none:none,0,[0],true
intervention_cost=0,1171,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1172,"[0,1,10,11]",0,no_op:none:none,0,[0],true
intervention_cost=0,1173,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1174,"[1,10,11]",1,intervention:L16_CWE-120_B:Low,0,"[1,10]",true
intervention_cost=0,1175,"[1,10,11]",1,intervention:L16_CWE-120_B:Low,0,"[1,10]",true
intervention_cost=0,1176,"[0,1,10,11]",0,no_op:none:none,0,[0],true
intervention_cost=0,1177,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1178,"[1,10,11]",1,intervention:L16_CWE-120_B:Low,0,"[1,10]",true
intervention_cost=0,1179,"[1,10,11]",1,intervention:L16_CWE-120_B:Low,0,"[1,10]",true
intervention_cost=0,1181,"[0,1,10,11]",0,no_op:none:none,0,[0],true
intervention_cost=0,1183,"[0,1,10,11]",0,no_op:none:none,0,[0],true
intervention_cost=0,1184,"[0,1,10,11]",0,no_op:none:none,0,[0],true
intervention_cost=0,1187,"[0,1,10,11]",0,no_op:none:none,0,[0],true
intervention_cost=0,1188,"[1,10,11]",1,intervention:L16_CWE-120_B:Low,0,"[1,10]",true
intervention_cost=0,1190,"[0,1,10,11]",0,no_op:none:none,0,[0],true
intervention_cost=0,1191,"[1,10,11]",1,intervention:L16_CWE-120_B:Low,1.25,"[1,10]",true
intervention_cost=0,1193,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1194,"[1,10,11]",1,intervention:L16_CWE-120_B:Low,0,"[1,10]",true
intervention_cost=0,1198,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1199,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1200,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1201,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1202,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1203,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1207,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1208,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1210,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1211,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1212,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1213,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1214,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1215,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1216,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1219,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1222,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1223,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1224,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1225,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1227,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1228,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1229,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1230,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1231,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1233,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1234,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1235,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1237,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1239,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1240,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1243,"[0,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1244,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1245,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1246,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1248,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1249,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1250,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1251,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1253,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1254,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1255,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1256,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1257,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1258,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1259,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1260,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1261,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1262,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1263,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1264,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1265,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1267,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1269,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1270,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1273,"[0,1,10,19]",0,no_op:none:none,0,[0],true
intervention_cost=0,1274,"[0,10,19]",0,no_op:none:none,0,[0],true
